INDV,INDV1,INDV2,N_NA,N_COMMON_CALLED,N_DISCORD,DISCORDANCE
BGM-0728,CNPMF728:250370809,BGM.0728,1005,555,84,0.151351
BGM-0729,CNPMF729:250370820,BGM.0729,975,585,74,0.126496
BGM-0741,CNPMF741:250370833,BGM.0741,942,618,72,0.116505
BGM-0778,CNPMF778:250370901,BGM.0778,908,652,88,0.134969
BGM-0780-B,BGM0780_B_:250437192,BGM.0780.B..1,843,717,66,0.0920502
BGM-0781,CNPMF781:250370914,BGM.0781,863,697,88,0.126255
BGM-0785,CNPMF785:250370926,BGM.0785,878,682,87,0.127566
BGM-0788,CNPMF788:250370937,BGM.0788,884,676,84,0.12426
BGM-0805,CNPMF805:250370880,BGM.0805,788,772,87,0.112694
BGM-0805,CNPMF805:250370880,BGM.0805.1,853,707,86,0.121641
BGM-0806,CNPMF806:250370891,BGM.0806,784,776,101,0.130155
BGM-0807,CNPMF807:250370892,BGM.0807,863,697,91,0.13056
BGM-0807,CNPMF807:250370892,BGM.0807.1,904,656,88,0.134146
BGM-0808,CNPMF808:250370903,BGM.0808,789,771,129,0.167315
BGM-0809,CNPMF809:250370904,BGM.0809,889,671,99,0.147541
BGM-0810,CNPMF810:250370915,BGM.0810,845,715,106,0.148252
BGM-0813,CNPMF813:250370927,BGM.0813,882,678,84,0.123894
BGM-0814,CNPMF814:250370928,BGM.0814,850,710,91,0.128169
BGM-0815,CNPMF815:250370939,BR.SET1.18.BGM.0815.1.60,834,726,78,0.107438
BGM-0816,CNPMF816:250370951,BGM.0816,926,634,83,0.130915
BGM-0817,BRA1016:250327488,BGM.0817,682,878,103,0.117312
BGM-0817,CNPMF817:250370952,BGM.0817,819,741,86,0.116059
BGM-0820,CNPMF820:250370881,BGM.0820,812,748,68,0.0909091
BGM-0823,CNPMF823:250370894,BGM.0823,927,633,74,0.116904
BGM-0830,BGM0830:250437193,BGM.0830,798,762,94,0.12336
BGM-0830,BGM0830:250437193,BGM.0830.1,817,743,101,0.135935
BGM-0830,CNPMF830:250370918,BGM.0830,869,691,98,0.141823
BGM-0830,CNPMF830:250370918,BGM.0830.1,889,671,100,0.149031
BGM-0830-TV,BGM0830talovermelho:250437201,BGM.0830.TVER.1,863,697,101,0.144907
BGM-0843,CNPMF843:250370966,BGM.0843.1,903,657,79,0.120244
BGM-0846,CNPMF846:250370884,BGM.0846,1000,560,103,0.183929
BGM-0846,CNPMF846:250370884,BGM.0846.1,1021,539,78,0.144712
BGM-0848,CNPMF848:250370896,BGM.0848,879,681,87,0.127753
BGM-0849,CNPMF849:250370907,BGM.0849,868,692,113,0.163295
BGM-0850,CNPMF850:250370908,BGM.0850,833,727,83,0.114168
BGM-0851,CNPMF851:250370919,BGM.0851,913,647,80,0.123648
BGM-0854,BGM0854:250437202,BGM.0854,797,763,103,0.134993
BGM-0854,CNPMF854:250370920,BGM.0854,830,730,86,0.117808
BGM-0857,CNPMF857:250370932,BGM.0857,846,714,83,0.116246
BGM-0858,CNPMF858:250370943,BGM.0858,910,650,73,0.112308
BGM-0859,CNPMF859:250370944,BGM.0859,924,636,93,0.146226
BGM-0863,CNPMF863:250370955,BGM.0863,832,728,70,0.0961538
BGM-0866,CNPMF866:250370956,BGM.0866,833,727,96,0.13205
BGM-0869,BGM0869:250437203,BGM.0869,729,831,88,0.105897
BGM-0872,BRA327:250327463,BGM.0872,638,922,128,0.138829
BGM-0872,CNPMF872:250370886,BGM.0872,822,738,91,0.123306
BGM-0873,CNPMF873:250370897,BGM.0873,1008,552,77,0.139493
BGM-0875,CNPMF875:250370898,BGM.0875,925,635,82,0.129134
BGM-0877,CNPMF877:250370910,BGM.0877,937,623,81,0.130016
BGM-0878,CNPMF878:250370921,BGM.0878,912,648,77,0.118827
BGM-0882,CNPMF882:250370933,BGM.0882,990,570,80,0.140351
BGM-0885,CNPMF885:250370934,BGM.0885,893,667,77,0.115442
BGM-0886,CNPMF886:250370945,BGM.0886,968,592,89,0.150338
BGM-0889,CNPMF889:250370958,BGM.0889,927,633,67,0.105845
BGM-0892,CNPMF892:250370970,BGM.0892,899,661,79,0.119516
BGM-0893,CNPMF893:250370887,BGM.0893,899,661,75,0.113464
BGM-0898,CNPMF898:250370911,BGM.0898,884,676,78,0.115385
BGM-0900,CNPMF900:250370912,BGM.0900,852,708,97,0.137006
BGM-0901,CNPMF901:250370923,BGM.0901,790,770,92,0.119481
BGM-0902,CNPMF902:250370924,BGM.0902,909,651,75,0.115207
BGM-0903,CNPMF903:250370935,BGM.0903,941,619,81,0.130856
BGM-0906,CNPMF906:250370948,BGM.0906,940,620,82,0.132258
BGM-0909,CNPMF909:250370971,BGM.0909,835,725,96,0.132414
BGM-0914,BGM0914:250437205,BGM.0914,804,756,102,0.134921
BGM-0915,BGM0915:250437213,BGM.0915,862,698,90,0.12894
BGM-0917,BGM0917:250437206,BGM.0917,818,742,100,0.134771
BGM-0918,BGM0918:250437214,BGM.0918.1,848,712,76,0.106742
BGM-0919,BGM0919:250437207,BGM.0919,833,727,75,0.103164
BGM-0920,BGM0920:250437215,BGM.0920,920,640,85,0.132812
BGM-0922,BGM0922:250437208,BGM.0922,761,799,82,0.102628
BGM-0925,BGM0925:250437209,BGM.0925,878,682,109,0.159824
BGM-0927,BGM0927:250437217,BGM.0927,812,748,97,0.129679
BGM-0929,BGM0929:250437218,BGM.0929,788,772,94,0.121762
BGM-0930,BGM0930:250437219,BGM.0930,771,789,90,0.114068
BGM-0934,BGM0934:250437228,BGM.0934,807,753,78,0.103586
BGM-0935,BGM0935:250437221,BGM.0935,763,797,122,0.153074
BGM-0936,BGM0936:250437229,BGM.0936,830,730,84,0.115068
BGM-0937,BGM0937:250437222,BGM.0937,862,698,70,0.100287
BGM-0940,BGM0940:250437230,BGM.0940,835,725,109,0.150345
BGM-0941,BGM0941:250437223,BGM.0941,880,680,91,0.133824
BGM-0942,BGM0942:250437231,BGM.0942,718,842,81,0.0961995
BGM-0943,BGM0943:250437224,BGM.0943,806,754,82,0.108753
BGM-0944,BGM0944:250437232,BGM.0944,828,732,91,0.124317
BGM-0944,BGM0944:250437232,BGM.0944.1,875,685,97,0.141606
BGM-0945,BGM0945:250437225,BGM.0945,826,734,87,0.118529
BGM-0945,BRA468:250327470,BGM.0945,510,1050,95,0.0904762
BGM-0946,BGM0946:250437233,BGM.0946,787,773,80,0.103493
BGM-0948,BGM0948:250437234,BGM.0948,787,773,95,0.122898
BGM-0949,BGM0949:250437235,BGM.0949,780,780,79,0.101282
BGM-0952,BGM0952:250437236,BGM.0952,762,798,91,0.114035
BGM-0953,BGM0953:250437244,BGM.0953,867,693,94,0.135642
BGM-0954,BGM0954:250437237,BGM.0954,765,795,82,0.103145
BGM-0954,BRA1320:250327494,BGM.0954,820,740,88,0.118919
BGM-0957,BGM0957:250437238,BGM.0957,782,778,88,0.113111
BGM-0959,BGM0959:250437239,BGM.0959,848,712,108,0.151685
BGM-0960,BGM0960:250437247,BGM.0960,867,693,92,0.132756
BGM-0961,BGM0961:250437240,BGM.0961,786,774,84,0.108527
BGM-0962,BGM0962:250437248,BGM.0962,867,693,77,0.111111
BGM-0963,BGM0963:250437241,BGM.0963,866,694,87,0.12536
BGM-0966,BGM0966:250437242,BGM.0966,809,751,101,0.134487
BGM-0967,BGM0967:250494240,BGM.0967,896,664,81,0.121988
BGM-0971,BGM0971:250494247,BGM.0971,849,711,83,0.116737
BGM-0972,BGM0972:250437259,BGM.0972,778,782,93,0.118926
BGM-0972,BGM0972:250437259,BGM.0972.1,795,765,91,0.118954
BGM-0973,BGM0973:250437252,BGM.0973,823,737,106,0.143826
BGM-0974,BGM0974:250437260,BGM.0974,860,700,95,0.135714
BGM-0975,BGM0975:250437253,BGM.0975,817,743,75,0.100942
BGM-0976,BGM0976:250437261,BGM.0976,762,798,101,0.126566
BGM-0976,BGM0976:250437261,BGM.0976.1,804,756,96,0.126984
BGM-0979,BGM0979:250437255,BGM.0979,791,769,101,0.131339
BGM-0980,BGM0980:250437263,BGM.0980,860,700,78,0.111429
BGM-0981,BGM0981:250437256,BGM.0981.1,894,666,79,0.118619
BGM-0981,BGM0981:250437256,BGM.0981.2,859,701,80,0.114123
BGM-0982,BGM0982:250437264,BGM.0982,848,712,79,0.110955
BGM-0985,BGM0985:250437258,BGM.0985,795,765,97,0.126797
BGM-0986,BGM0986:250437266,BGM.0986,887,673,75,0.111441
BGM-0987,BGM0987:250437298,BGM.0987,885,675,90,0.133333
BGM-0989,BGM0989:250437306,BGM.0989,991,569,80,0.140598
BGM-0992,BGM0992:250437299,BGM.0992,1005,555,61,0.10991
BGM-0993,BGM0993:250437300,BGM.0993,907,653,89,0.136294
BGM-0994,BGM0994:250437878,BGM.0994,688,872,98,0.112385
BGM-0996,BGM0996:250437309,BGM.0996,850,710,95,0.133803
BGM-0998,BGM0998:250437302,BGM.0998,950,610,97,0.159016
BGM-1006,BGM1006:250437310,BGM.1006,950,610,94,0.154098
BGM-1023,BGM1023:250437312,BR.SET1.18.BGM.1023.1.187,913,647,92,0.142195
BGM-1024,BGM1024:250437305,BR.SET1.18.BGM.1024.1.1,854,706,83,0.117564
BGM-1025,BGM1025:250437313,BGM.1025,951,609,92,0.151067
BGM-1025,BGM1025:250437313,BGM.1025.1,978,582,74,0.127148
BGM-1027,BGM1027:250437322,BGM.1027,940,620,85,0.137097
BGM-1029,BGM1029:250437323,BGM.1029,930,630,95,0.150794
BGM-1031,BGM1031:250437316,BGM.1031,899,661,91,0.13767
BGM-1041,BGM1041:250437318,BGM.1041,890,670,100,0.149254
BGM-1042,BGM1042:250437326,BGM.1042,886,674,101,0.149852
BGM-1043,BGM1043:250437319,BGM.1043,869,691,94,0.136035
BGM-1044,BGM1044:250437327,BGM.1044,953,607,94,0.15486
BGM-1053,BGM1053:250437328,BGM.1053,937,623,90,0.144462
BGM-1055,BGM1055:250437321,BGM.1055,811,749,105,0.140187
BGM-1060,BGM1060:250437330,BGM.1060,852,708,89,0.125706
BGM-1064,BGM1064:250437871,BGM.1064,714,846,108,0.12766
BGM-1067,BGM1067:250437339,BGM.1067,975,585,112,0.191453
BGM-1068,BGM1068:250437332,BGM.1068,930,630,104,0.165079
BGM-1077,BGM1077:250437333,BGM.1077,894,666,90,0.135135
BGM-1077,BRA1173:250327492,BGM.1077,537,1023,110,0.107527
BGM-1078,BGM1078:250437341,BGM.1078,838,722,78,0.108033
BGM-1079,CNPMF1079:250371004,BGM.1079,937,623,98,0.157303
BGM-1081,CNPMF1081:250371016,BGM.1081,923,637,80,0.125589
BGM-1082,CNPMF1082:250371017,BGM.1082,819,741,109,0.147099
BGM-1085,CNPMF1085:250371029,BGM.1085,910,650,95,0.146154
BGM-1087,CNPMF1087:250371040,BGM.1087,982,578,78,0.134948
BGM-1091,CNPMF1091:250371052,BGM.1091,921,639,89,0.13928
BGM-1105,CNPMF1105:250371088,BGM.1105,945,615,63,0.102439
BGM-1106,CNPMF1106:250371089,BGM.1106,879,681,98,0.143906
BGM-1107,CNPMF1107:250371006,BGM.1107,927,633,72,0.113744
BGM-1108,CNPMF1108:250371007,BGM.1108,857,703,83,0.118065
BGM-1110,CNPMF1110:250371018,BGM.1110,843,717,106,0.147838
BGM-1115,CNPMF1115:250371030,BGM.1115,854,706,87,0.123229
BGM-1118,CNPMF1118:250371042,BGM.1118,889,671,69,0.102832
BGM-1119,CNPMF1119:250371043,BGM.1119,1067,493,73,0.148073
BGM-1120,CNPMF1120:250371054,BGM.1120,883,677,86,0.127031
BGM-1123,CNPMF1123:250371066,BGM.1123,937,623,76,0.12199
BGM-1125,CNPMF1125:250371067,BGM.1125,873,687,85,0.123726
BGM-1126,CNPMF1126:250371078,BGM.1126.1,941,619,100,0.161551
BGM-1127,CNPMF1127:250371079,BGM.1127,922,638,86,0.134796
BGM-1128,CNPMF1128:250371090,BGM.1128,918,642,90,0.140187
BGM-1133,CNPMF1133:250371020,BGM.1133,974,586,83,0.141638
BGM-1134,CNPMF1134:250371021,BGM.1134,1015,545,72,0.13211
BGM-1136,CNPMF1136:250371033,BGM.1136.1,888,672,92,0.136905
BGM-1137,CNPMF1137:250371044,BGM.1137,908,652,72,0.110429
BGM-1139,CNPMF1139:250371045,BGM.1139,955,605,66,0.109091
BGM-1140,CNPMF1140:250371057,BGM.1140,1009,551,71,0.128857
BGM-1141,CNPMF1141:250371068,BGM.1141,898,662,65,0.0981873
BGM-1142,CNPMF1142:250371069,BGM.1142,960,600,101,0.168333
BGM-1143,CNPMF1143:250371080,BGM.1143.1,947,613,70,0.114192
BGM-1148,Abacate:250437470,BGM.1148.1,818,742,116,0.156334
BGM-1148,CNPMF1148:250371093,BGM.1148.1,952,608,104,0.171053
BGM-1152,CNPMF1152:250371011,BGM.1152,1057,503,63,0.125249
BGM-1153,CNPMF1153:250380444,BGM.1153,918,642,78,0.121495
BGM-1155,CNPMF1155:250371022,BGM.1155,860,700,104,0.148571
BGM-1158,CNPMF1158:250371034,BGM.1158,941,619,82,0.132472
BGM-1159,CNPMF1159:250371035,BGM.1159,910,650,79,0.121538
BGM-1162,CNPMF1162:250371058,BGM.1162,891,669,87,0.130045
BGM-1163,CNPMF1163:250371059,BGM.1163,921,639,85,0.13302
BGM-1164,CNPMF1164:250371070,BGM.1164,872,688,77,0.111919
BGM-1165,CNPMF1165:250371071,BGM.1165,989,571,88,0.154116
BGM-1167,CNPMF1167:250371082,BGM.1167,894,666,83,0.124625
BGM-1168,CNPMF1168:250371083,BGM.1168,876,684,77,0.112573
BGM-1174,CNPMF1174:250371095,BR.SET1.18.BGM.1174.1.180,877,683,102,0.149341
BGM-1175,CNPMF1175:250371012,BGM.1175.1,912,648,88,0.135802
BGM-1180,CNPMF1180:250371036,BGM.1180,893,667,63,0.0944528
BGM-1186,CNPMF1186:250371060,BGM.1186,1059,501,70,0.139721
BGM-1188,CNPMF1188:250371061,BGM.1188,1175,385,62,0.161039
BGM-1190,CNPMF1190:250371073,BGM.1190,901,659,83,0.125948
BGM-1196,CNPMF1196:250371014,BGM.1196,928,632,77,0.121835
BGM-1200,CNPMF1200:250371027,BGM.1200.1,932,628,81,0.128981
BGM-1203,CNPMF1203:250371039,BGM.1203,879,681,82,0.120411
BGM-1213,CNPMF1213:250380446,BGM.1213.1,1058,502,72,0.143426
BGM-1214,CNPMF1214:250371075,BGM.1214,1032,528,93,0.176136
BGM-1222,CNPMF1222:250372020,BGM.1222,976,584,95,0.162671
BGM-1223,CNPMF1223:250372021,BGM.1223.1,983,577,75,0.129983
BGM-1226,CNPMF1226:250372033,BGM.1226,837,723,107,0.147994
BGM-1227,CNPMF1227:250372044,BGM.1227,1084,476,71,0.14916
BGM-1236,CNPMF1236:250372045,BGM.1236,893,667,95,0.142429
BGM-1243,CNPMF1243:250372056,BGM.1243,1026,534,85,0.159176
BGM-1245,CNPMF1245:250372057,BGM.1245,983,577,70,0.121317
BGM-1249,CNPMF1249:250372069,BGM.1249,992,568,102,0.179577
BGM-1252,CNPMF1252:250372081,BGM.1252,987,573,104,0.181501
BGM-1253,BGM1253:250494285,BR.SET1.18.BGM.1253.1.178,668,892,96,0.107623
BGM-1254,CNPMF1254:250372093,BGM.1254,1059,501,81,0.161677
BGM-1255,BGM1255:250494278,BGM.1255,940,620,89,0.143548
BGM-1259,CNPMF1259:250372022,BGM.1259,1035,525,70,0.133333
BGM-1262,CNPMF1262:250372034,BGM.1262,908,652,72,0.110429
BGM-1262,CNPMF1262:250372034,BGM.1262.1,950,610,74,0.121311
BGM-1263,CNPMF1263:250372035,BGM.1263,1011,549,60,0.10929
BGM-1265,CNPMF1265:250372046,BGM.1265,946,614,84,0.136808
BGM-1267,CNPMF1267:250372047,BGM.1267,1052,508,74,0.145669
BGM-1269,CNPMF1269:250372059,BGM.1269,1123,437,66,0.15103
BGM-1275,CNPMF1275:250372083,BGM.1275,924,636,81,0.127358
BGM-1280,CNPMF1280:250372106,BGM.1280,1030,530,69,0.130189
BGM-1281,CNPMF1281:250372107,BGM.1281,951,609,95,0.155993
BGM-1282,CNPMF1282:250372024,BGM.1282,916,644,87,0.135093
BGM-1283,CNPMF1283:250372025,BGM.1283,1075,485,67,0.138144
BGM-1284,CNPMF1284:250372036,BGM.1284,1036,524,90,0.171756
BGM-1285,CNPMF1285:250372037,BGM.1285,1117,443,78,0.176072
BGM-1286,CNPMF1286:250372048,BGM.1286,1080,480,65,0.135417
BGM-1288,CNPMF1288:250372060,BGM.1288,986,574,80,0.139373
BGM-1291,CNPMF1291:250372061,BGM.1291,1046,514,78,0.151751
BGM-1294,CNPMF1294:250372084,BGM.1294,970,590,115,0.194915
BGM-1294,CNPMF1294:250372084,BGM.1294.1,1010,550,87,0.158182
BGM-1300,CNPMF1300:250372108,BGM.1300,966,594,69,0.116162
BGM-1305,CNPMF1305:250372026,BGM.1305,1085,475,60,0.126316
BGM-1306,CNPMF1306:250372027,BGM.1306,1104,456,61,0.133772
BGM-1309,CNPMF1309:250372039,BGM.1309,1064,496,77,0.155242
BGM-1310,BGM1310:250494286,BGM.1310,1009,551,104,0.188748
BGM-1313,CNPMF1313:250372063,BGM.1313,984,576,99,0.171875
BGM-1314,CNPMF1314:250372074,BGM.1314,984,576,78,0.135417
BGM-1317,CNPMF1317:250372086,BGM.1317,1034,526,76,0.144487
BGM-1318,CNPMF1318:250372087,BGM.1318.1,1058,502,69,0.13745
BGM-1324,CNPMF1324:250372111,BGM.1324,1012,548,59,0.107664
BGM-1325,CNPMF1325:250372028,BGM.1325,1000,560,65,0.116071
BGM-1327,CNPMF1327:250372029,BGM.1327,920,640,88,0.1375
BGM-1328,CNPMF1328:250372040,BGM.1328.1,1155,405,68,0.167901
BGM-1332,CNPMF1332:250372041,BGM.1332.1,1038,522,96,0.183908
BGM-1333,CNPMF1333:250372052,BGM.1333,940,620,90,0.145161
BGM-1335,BGM1335:250494287,BGM.1335,889,671,105,0.156483
BGM-1342,CNPMF1342:250372076,BGM.1342,1054,506,85,0.167984
BGM-1345,CNPMF1345:250372088,BGM.1345,1022,538,59,0.109665
BGM-1347,CNPMF1347:250372089,BGM.1347,948,612,73,0.119281
BGM-1348,BGM1348:250437351,BGM.1348,919,641,89,0.138846
BGM-1348,CNPMF1348:250372100,BGM.1348,1094,466,71,0.152361
BGM-1349,BGM1349:250437359,BGM.1349,976,584,85,0.145548
BGM-1354,CNPMF1354:250372113,BGM.1354,1065,495,72,0.145455
BGM-1356,CNPMF1356:250372031,BGM.1356,984,576,80,0.138889
BGM-1358,CNPMF1358:250372042,BGM.1358,1028,532,76,0.142857
BGM-1362,CNPMF1362:250372055,BGM.1362,919,641,71,0.110764
BGM-1363,CNPMF1363:250372066,BGM.1363,946,614,83,0.135179
BGM-1364,CNPMF1364:250372067,BGM.1364,1025,535,68,0.127103
BGM-1367,CNPMF1367:250372090,BGM.1367,993,567,92,0.162257
BGM-1369,CNPMF1369:250372102,BGM.1369,938,622,68,0.109325
BGM-1370,BGM1370:250437361,BGM.1370,912,648,93,0.143519
BGM-1370,CNPMF1370:250372103,BGM.1370,950,610,77,0.12623
BGM-1371,CNPMF1371:250372114,BGM.1371,942,618,95,0.153722
BGM-1371,CNPMF1371:250372114,BGM.1371.1,972,588,94,0.159864
BGM-1377,CNPMF1377:250372147,BGM.1377,833,727,98,0.134801
BGM-1386,CNPMF1386:250372172,BGM.1386,870,690,102,0.147826
BGM-1388,CNPMF1388:250372184,BGM.1388,890,670,86,0.128358
BGM-1389,CNPMF1389:250372195,BGM.1389,841,719,80,0.111266
BGM-1395,CNPMF1395:250372208,BGM.1395,927,633,92,0.14534
BGM-1397,CNPMF1397:250372220,BGM.1397,1035,525,62,0.118095
BGM-1398,BGM1398:250494289,BGM.1398,790,770,101,0.131169
BGM-1398,CNPMF1398:250372231,BGM.1398,1559,1,0,0
BGM-1400,CNPMF1400:250372232,BGM.1400,744,816,94,0.115196
BGM-1402,CNPMF1402:250372150,BGM.1402,738,822,92,0.111922
BGM-1403,CNPMF1403:250372161,BGM.1403,801,759,99,0.130435
BGM-1403,CNPMF1403:250372161,BGM.1403.1,869,691,93,0.134588
BGM-1407,BGM1407:250437373,BGM.1407,879,681,86,0.126285
BGM-1407,CNPMF1407:250372173,BGM.1407,778,782,88,0.112532
BGM-1408,CNPMF1408:250372174,BGM.1408,879,681,92,0.135095
BGM-1409,BGM1409:250437873,BGM.1409,744,816,85,0.104167
BGM-1409,CNPMF1409:250372185,BGM.1409,840,720,82,0.113889
BGM-1410,CNPMF1410:250372186,BGM.1410,929,631,114,0.180666
BGM-1412,CNPMF1412:250372197,BGM.1412,889,671,89,0.132638
BGM-1413,CNPMF1413:250372198,BGM.1413,822,738,109,0.147696
BGM-1414,CNPMF1414:250372209,BGM.1414,859,701,122,0.174037
BGM-1415,CNPMF1415:250372210,BGM.1415,798,762,85,0.111549
BGM-1416,BGM1416:250437374,BGM.1416,909,651,95,0.145929
BGM-1416,CNPMF1416:250372221,BGM.1416,943,617,87,0.141005
BGM-1419,CNPMF1419:250372233,BGM.1419,924,636,77,0.121069
BGM-1420,CNPMF1420:250372234,BGM.1420,777,783,96,0.122605
BGM-1422,CNPMF1422:250372151,BGM.1422,831,729,97,0.133059
BGM-1423,CNPMF1423:250372152,BGM.1423,904,656,87,0.132622
BGM-1429,CNPMF1429:250372163,BGM.1429,957,603,100,0.165837
BGM-1432,CNPMF1432:250372164,BGM.1432,970,590,94,0.159322
BGM-1436,CNPMF1436:250372176,BGM.1436,811,749,95,0.126836
BGM-1444,CNPMF1444:250372212,BGM.1444,931,629,93,0.147854
BGM-1446,CNPMF1446:250372223,BGM.1446,1108,452,77,0.170354
BGM-1447,CNPMF1447:250372224,BGM.1447,1372,188,26,0.138298
BGM-1451,CNPMF1451:250372153,BGM.1451,883,677,97,0.143279
BGM-1454,CNPMF1454:250372166,BGM.1454,836,724,99,0.13674
BGM-1455,CNPMF1455:250372177,BR.SET1.18.BGM.1455.1.140,880,680,90,0.132353
BGM-1457,CNPMF1457:250372190,BGM.1457,828,732,110,0.150273
BGM-1458,CNPMF1458:250372201,BGM.1458,833,727,84,0.115543
BGM-1464,CNPMF1464:250380445,BGM.1464,985,575,83,0.144348
BGM-1465,CNPMF1465:250372202,BGM.1465,815,745,73,0.0979866
BGM-1466,CNPMF1466:250372213,BGM.1466,877,683,73,0.106881
BGM-1472,CNPMF1472:250372225,BGM.1472,902,658,79,0.120061
BGM-1474,CNPMF1474:250372237,BGM.1474,945,615,94,0.152846
BGM-1479,CNPMF1479:250372167,BGM.1479,1024,536,80,0.149254
BGM-1480,CNPMF1480:250372168,BGM.1480,862,698,98,0.140401
BGM-1484,CNPMF1484:250372192,BGM.1484,789,771,114,0.14786
BGM-1485,CNPMF1485:250372203,BGM.1485,952,608,85,0.139803
BGM-1485,CNPMF1485:250372203,BGM.1485.1,1000,560,79,0.141071
BGM-1487,CNPMF1487:250372204,BR.SET1.18.BGM.1487.1.159,864,696,102,0.146552
BGM-1488,CNPMF1488:250372215,BGM.1488,895,665,99,0.148872
BGM-1489,CNPMF1489:250372216,BGM.1489,852,708,92,0.129944
BGM-1497,CNPMF1497:250372158,BGM.1497,788,772,105,0.13601
BGM-1499,CNPMF1499:250372170,BGM.1499,863,697,103,0.147776
BGM-1502,CNPMF1502:250372182,BGM.1502,769,791,91,0.115044
BGM-1502,CNPMF1502:250372182,BGM.1502.1,825,735,98,0.133333
BGM-1502-M,BGM1502_M_:250437377,BGM.1502.M..1,950,610,84,0.137705
BGM-1503,CNPMF1503:250372193,BGM.1503,795,765,99,0.129412
BGM-1507,CNPMF1507:250372194,BGM.1507,877,683,90,0.131772
BGM-1507,CNPMF1507:250372194,BGM.1507.1,934,626,89,0.142173
BGM-1508,CNPMF1508:250372205,BGM.1508,756,804,137,0.170398
BGM-1511,CNPMF1511:250372217,BGM.1511,873,687,91,0.13246
BGM-1515,CNPMF1515:250372229,BGM.1515,780,780,95,0.121795
BGM-1515,CNPMF1515:250372229,BGM.1515.1,832,728,96,0.131868
BGM-1519,CNPMF1519:250406945,BGM.1519,839,721,84,0.116505
BGM-1520,CNPMF1520:250406946,BGM.1520,881,679,82,0.120766
BGM-1521,CNPMF1521:250406957,BGM.1521,976,584,79,0.135274
BGM-1525,CNPMF1525:250406970,BGM.1525,840,720,135,0.1875
BGM-1527,CNPMF1527:250406982,BGM.1527,874,686,82,0.119534
BGM-1549,CNPMF1549:250406959,BGM.1549,897,663,92,0.138763
BGM-1549,CNPMF1549:250406959,BGM.1549.1,954,606,88,0.145215
BGM-1552,CNPMF1552:250406971,BGM.1552,956,604,84,0.139073
BGM-1560,CNPMF1560:250406983,BGM.1560,858,702,103,0.146724
BGM-1563,CNPMF1563:250406996,BGM.1563,1028,532,63,0.118421
BGM-1567,CNPMF1567:250407008,BGM.1567,948,612,72,0.117647
BGM-1569,CNPMF1569:250407019,BGM.1569,886,674,82,0.121662
BGM-1579,CNPMF1579:250407031,BGM.1579,884,676,86,0.127219
BGM-1580,BGM1580:250494269,BGM.1580,859,701,75,0.10699
BGM-1584,BGM1584:250437389,BGM.1584,948,612,89,0.145425
BGM-1584,CNPMF1584:250406950,BGM.1584,964,596,78,0.130872
BGM-1585,CNPMF1585:250406961,BGM.1585,863,697,81,0.116212
BGM-1594,CNPMF1594:250406985,BGM.1594,980,580,81,0.139655
BGM-1595,CNPMF1595:250406986,BGM.1595,1013,547,104,0.190128
BGM-1596,CNPMF1596:250406997,BGM.1596,962,598,74,0.123746
BGM-1601,CNPMF1601:250407021,BGM.1601,918,642,79,0.123053
BGM-1605,CNPMF1605:250407034,BGM.1605,914,646,81,0.125387
BGM-1605,CNPMF1605:250407034,BGM.1605.1,956,604,77,0.127483
BGM-1606,CNPMF1606:250406951,BGM.1606,941,619,68,0.109855
BGM-1608,CNPMF1608:250406963,BGM.1608,873,687,98,0.142649
BGM-1609,CNPMF1609:250406964,BGM.1609,858,702,97,0.138177
BGM-1610,CNPMF1610:250406975,BGM.1610,941,619,81,0.130856
BGM-1610,CNPMF1610:250406975,BGM.1610.1,997,563,71,0.12611
BGM-1613,CNPMF1613:250406987,BGM.1613,963,597,79,0.132328
BGM-1615,CNPMF1615:250406999,BGM.1615,916,644,64,0.0993789
BGM-1619,CNPMF1619:250407012,BGM.1619,985,575,76,0.132174
BGM-1621,CNPMF1621:250407024,BGM.1621,905,655,82,0.125191
BGM-1622,CNPMF1622:250407035,BGM.1622,845,715,96,0.134266
BGM-1626,CNPMF1626:250406965,BR.SET1.18.BGM.1626.1.119,936,624,66,0.105769
BGM-1629,CNPMF1629:250406978,BGM.1629,984,576,93,0.161458
BGM-1631,CNPMF1631:250406989,BGM.1631,927,633,104,0.164297
BGM-1637,CNPMF1637:250407013,BGM.1637,846,714,81,0.113445
BGM-1638,CNPMF1638:250407014,BR.SET1.18.BGM.1638.1.172,888,672,94,0.139881
BGM-1639,CNPMF1639:250407025,BGM.1639,902,658,77,0.117021
BGM-1643,CNPMF1643:250407037,BGM.1643,899,661,89,0.134644
BGM-1645,CNPMF1645:250407038,BGM.1645,945,615,61,0.099187
BGM-1646,CNPMF1646:250406955,BGM.1646,932,628,72,0.11465
BGM-1656,CNPMF1656:250406980,BGM.1656,915,645,79,0.122481
BGM-1657,CNPMF1657:250406991,BGM.1657,941,619,90,0.145396
BGM-1658,CNPMF1658:250406992,BGM.1658,915,645,88,0.136434
BGM-1659,CNPMF1659:250407003,BGM.1659,924,636,77,0.121069
BGM-1660,Aimpim_Brasil:250437471,BGM.1660,778,782,87,0.111253
BGM-1660,CNPMF1660:250407004,BGM.1660,990,570,67,0.117544
BGM-1662,CNPMF1662:250407016,BGM.1662,875,685,104,0.151825
BGM-1666,CNPMF1666:250407027,BGM.1666,896,664,87,0.131024
