GID	predOf	DMCg	logFSY	logFRY	PA	StC	Anthractnose	ManchaBranca	ManchaParda	QueimaFolhas
1825	BR-21GS-C3-143-7	GEBV	1.02399697459964	-0.0756120901761951	0.199721380036699	0.195033912510559	0.847236789052121	0	-0.0107165975399168	-0.0186803017343978	0
1826	BR-21GS-C3-143-7	GETGV	1.00532115923651	-0.167800057173863	0.140580616334902	0.224227052870253	0.847236789052121	0.0336034146456358	-0.0152274173408574	-0.0186803017343978	3.97341312688781e-05
1827	BR-21GS-C3-144-12	GEBV	0.352724648079794	0.0655276907699139	-0.0733485616860514	0.539248081184107	0.803621383397425	0	-0.000751049576568811	-0.0105753538570056	0
1828	BR-21GS-C3-144-12	GETGV	0.975507461047649	0.11517177028591	-0.112669058124633	0.53063613695162	0.803621383397425	0.00133418952923332	0.10226008019075	-0.0105753538570056	-8.27418162162288e-05
1829	BR-21GS-C3-145-7	GEBV	0.469508966130616	-0.0325422366850248	-0.0212150859146462	0.313379248765028	-0.0101483629441553	0	-0.00486516759423806	0.00226371570382361	0
1830	BR-21GS-C3-145-7	GETGV	0.336824134861085	0.0591468357681573	-0.00594375849377164	0.457290755852946	-0.0101483629441553	0.021581094482607	0.0470915952697216	0.00226371570382361	-5.52430574734036e-05
1831	BR-21GS-C3-145-16	GEBV	0.543537971217627	0.0860714696257973	0.0788095648167007	0.60300289752707	0.0245493908301196	0	-0.0118929843545996	-0.0136622326117677	0
1832	BR-21GS-C3-145-16	GETGV	0.134180536274635	0.184435703900186	0.14005218112735	0.596268962876781	0.0245493908301196	0.0262619921982026	-0.0249081372441628	-0.0136622326117677	9.32221997451593e-05
1833	BR-21GS-C3-145-23	GEBV	0.0892121881780437	0.0024490078491686	0.0750157719604477	0.0671528077687186	-0.403518626133073	0	-0.0126377324294556	-0.013868902538473	0
1834	BR-21GS-C3-145-23	GETGV	0.153036863060768	0.0393384507364825	0.074802179642884	0.184133491503274	-0.403518626133073	0.016006423654386	-0.026796921474049	-0.013868902538473	-4.23087646549523e-06
1835	BR-21GS-C3-146-9	GEBV	0.351372158479197	0.0737021303639274	0.0741101412543948	0.0775471831176907	0.233830786755548	0	-0.0146014986819204	-0.0078095651809333	0
1836	BR-21GS-C3-146-9	GETGV	0.515258824663519	0.145795805703261	0.0880910223291874	0.269702651068009	0.233830786755548	-0.00778446297460591	0.023941787782191	-0.0078095651809333	-2.39945369567624e-05
1837	BR-21GS-C3-146-18	GEBV	0.621617558804248	0.110596149677632	0.210844267176586	-0.0889027099303461	0.409886383587665	0	-0.0137539791349779	-0.0199441152906802	0
1838	BR-21GS-C3-146-18	GETGV	0.598213178721655	0.117179810994856	0.194015743082296	-0.103447104585954	0.409886383587665	0.000774383758025947	0.0398381275190796	-0.0199441152906802	-6.92424535080762e-06
1839	BR-21GS-C3-147-5	GEBV	0.595084820636512	0.143272812062509	0.0637467671315529	0.422276642231633	0.356161667590578	0	-0.0123647848883321	0.0181344823916155	0
1840	BR-21GS-C3-147-5	GETGV	0.384615625186696	0.137596570936503	0.0304727739938374	0.427589699566443	0.356161667590578	0.0120440242430866	0.0180242206141253	0.0181344823916155	-4.61842040021852e-05
1841	BR-21GS-C3-148-6	GEBV	0.291610564428725	-0.0345878800772179	0.139096098573518	0.355196225295733	-0.198869742805751	0	-0.0037541137409708	0.00828054200979752	0
1842	BR-21GS-C3-148-6	GETGV	0.179607678259882	-0.0193782579786513	0.0504199023361224	0.504573725520497	-0.198869742805751	0.0260835424259455	0.0504551492426435	0.00828054200979752	2.08309808254976e-05
